date,sku_id,store_id,quantity,price,is_promoted
2023-07-28,SKU-1001,STORE-001,52,145.25,False
2023-07-29,SKU-1001,STORE-001,55,145.25,False
2023-07-30,SKU-1001,STORE-001,81,126.71,True
2023-07-31,SKU-1001,STORE-001,22,145.25,False
2023-08-01,SKU-1001,STORE-001,35,145.25,False
2023-08-02,SKU-1001,STORE-001,48,145.25,False
2023-08-03,SKU-1001,STORE-001,43,145.25,False
2023-08-04,SKU-1001,STORE-001,36,145.25,False
2023-08-05,SKU-1001,STORE-001,48,145.25,False
2023-08-06,SKU-1001,STORE-001,58,145.25,False
2023-08-07,SKU-1001,STORE-001,39,145.25,False
2023-08-08,SKU-1001,STORE-001,45,145.25,False
2023-08-09,SKU-1001,STORE-001,37,145.25,False
2023-08-10,SKU-1001,STORE-001,32,145.25,False
2023-08-11,SKU-1001,STORE-001,34,145.25,False
2023-08-12,SKU-1001,STORE-001,61,145.25,False
2023-08-13,SKU-1001,STORE-001,46,145.25,False
2023-08-14,SKU-1001,STORE-001,37,145.25,False
2023-08-15,SKU-1001,STORE-001,36,145.25,False
2023-08-16,SKU-1001,STORE-001,39,145.25,False
2023-08-17,SKU-1001,STORE-001,42,145.25,False
2023-08-18,SKU-1001,STORE-001,39,145.25,False
2023-08-19,SKU-1001,STORE-001,84,107.6,True
2023-08-20,SKU-1001,STORE-001,61,145.25,False
2023-08-21,SKU-1001,STORE-001,34,145.25,False
2023-08-22,SKU-1001,STORE-001,51,145.25,False
2023-08-23,SKU-1001,STORE-001,45,145.25,False
2023-08-24,SKU-1001,STORE-001,41,145.25,False
2023-08-25,SKU-1001,STORE-001,47,145.25,False
2023-08-26,SKU-1001,STORE-001,62,145.25,False
2023-08-27,SKU-1001,STORE-001,40,145.25,False
2023-08-28,SKU-1001,STORE-001,38,145.25,False
2023-08-29,SKU-1001,STORE-001,39,145.25,False
2023-08-30,SKU-1001,STORE-001,42,145.25,False
2023-08-31,SKU-1001,STORE-001,53,145.25,False
2023-09-01,SKU-1001,STORE-001,38,145.25,False
2023-09-02,SKU-1001,STORE-001,43,145.25,False
2023-09-03,SKU-1001,STORE-001,68,145.25,False
2023-09-04,SKU-1001,STORE-001,36,145.25,False
2023-09-05,SKU-1001,STORE-001,41,145.25,False
2023-09-06,SKU-1001,STORE-001,26,145.25,False
2023-09-07,SKU-1001,STORE-001,44,145.25,False
2023-09-08,SKU-1001,STORE-001,36,145.25,False
2023-09-09,SKU-1001,STORE-001,68,145.25,False
2023-09-10,SKU-1001,STORE-001,47,145.25,False
2023-09-11,SKU-1001,STORE-001,48,145.25,False
2023-09-12,SKU-1001,STORE-001,34,145.25,False
2023-09-13,SKU-1001,STORE-001,49,145.25,False
2023-09-14,SKU-1001,STORE-001,37,145.25,False
2023-09-15,SKU-1001,STORE-001,46,145.25,False
2023-09-16,SKU-1001,STORE-001,66,145.25,False
2023-09-17,SKU-1001,STORE-001,40,145.25,False
2023-09-18,SKU-1001,STORE-001,34,145.25,False
2023-09-19,SKU-1001,STORE-001,36,145.25,False
2023-09-20,SKU-1001,STORE-001,49,145.25,False
2023-09-21,SKU-1001,STORE-001,36,145.25,False
2023-09-22,SKU-1001,STORE-001,47,145.25,False
2023-09-23,SKU-1001,STORE-001,52,145.25,False
2023-09-24,SKU-1001,STORE-001,42,145.25,False
2023-09-25,SKU-1001,STORE-001,56,145.25,False
2023-09-26,SKU-1001,STORE-001,35,145.25,False
2023-09-27,SKU-1001,STORE-001,66,127.27,True
2023-09-28,SKU-1001,STORE-001,40,145.25,False
2023-09-29,SKU-1001,STORE-001,48,145.25,False
2023-09-30,SKU-1001,STORE-001,43,145.25,False
2023-10-01,SKU-1001,STORE-001,35,145.25,False
2023-10-02,SKU-1001,STORE-001,43,145.25,False
2023-10-03,SKU-1001,STORE-001,40,145.25,False
2023-10-04,SKU-1001,STORE-001,66,101.87,True
2023-10-05,SKU-1001,STORE-001,32,145.25,False
2023-10-06,SKU-1001,STORE-001,39,145.25,False
2023-10-07,SKU-1001,STORE-001,56,145.25,False
2023-10-08,SKU-1001,STORE-001,53,145.25,False
2023-10-09,SKU-1001,STORE-001,38,145.25,False
2023-10-10,SKU-1001,STORE-001,49,145.25,False
2023-10-11,SKU-1001,STORE-001,50,145.25,False
2023-10-12,SKU-1001,STORE-001,42,145.25,False
2023-10-13,SKU-1001,STORE-001,55,145.25,False
2023-10-14,SKU-1001,STORE-001,49,145.25,False
2023-10-15,SKU-1001,STORE-001,51,145.25,False
2023-10-16,SKU-1001,STORE-001,44,145.25,False
2023-10-17,SKU-1001,STORE-001,40,145.25,False
2023-10-18,SKU-1001,STORE-001,44,145.25,False
2023-10-19,SKU-1001,STORE-001,35,145.25,False
2023-10-20,SKU-1001,STORE-001,36,145.25,False
2023-10-21,SKU-1001,STORE-001,46,145.25,False
2023-10-22,SKU-1001,STORE-001,44,145.25,False
2023-10-23,SKU-1001,STORE-001,56,145.25,False
2023-10-24,SKU-1001,STORE-001,43,145.25,False
2023-10-25,SKU-1001,STORE-001,39,145.25,False
2023-10-26,SKU-1001,STORE-001,70,119.1,True
2023-10-27,SKU-1001,STORE-001,53,145.25,False
2023-10-28,SKU-1001,STORE-001,52,145.25,False
2023-10-29,SKU-1001,STORE-001,48,145.25,False
2023-10-30,SKU-1001,STORE-001,52,145.25,False
2023-10-31,SKU-1001,STORE-001,46,145.25,False
2023-11-01,SKU-1001,STORE-001,65,145.25,False
2023-11-02,SKU-1001,STORE-001,69,145.25,False
2023-11-03,SKU-1001,STORE-001,68,145.25,False
2023-11-04,SKU-1001,STORE-001,72,145.25,False
2023-11-05,SKU-1001,STORE-001,71,145.25,False
2023-11-06,SKU-1001,STORE-001,58,145.25,False
2023-11-07,SKU-1001,STORE-001,55,145.25,False
2023-11-08,SKU-1001,STORE-001,77,145.25,False
2023-11-09,SKU-1001,STORE-001,57,145.25,False
2023-11-10,SKU-1001,STORE-001,66,145.25,False
2023-11-11,SKU-1001,STORE-001,83,145.25,False
2023-11-12,SKU-1001,STORE-001,81,145.25,False
2023-11-13,SKU-1001,STORE-001,70,145.25,False
2023-11-14,SKU-1001,STORE-001,64,145.25,False
2023-11-15,SKU-1001,STORE-001,74,145.25,False
2023-11-16,SKU-1001,STORE-001,56,145.25,False
2023-11-17,SKU-1001,STORE-001,56,145.25,False
2023-11-18,SKU-1001,STORE-001,63,145.25,False
2023-11-19,SKU-1001,STORE-001,90,145.25,False
2023-11-20,SKU-1001,STORE-001,74,145.25,False
2023-11-21,SKU-1001,STORE-001,122,105.72,True
2023-11-22,SKU-1001,STORE-001,83,128.03,True
2023-11-23,SKU-1001,STORE-001,66,108.87,True
2023-11-24,SKU-1001,STORE-001,0,120.04,True
2023-11-25,SKU-1001,STORE-001,0,127.27,True
2023-11-26,SKU-1001,STORE-001,0,106.81,True
2023-11-27,SKU-1001,STORE-001,108,119.31,True
2023-11-28,SKU-1001,STORE-001,97,111.67,True
2023-11-29,SKU-1001,STORE-001,67,145.25,False
2023-11-30,SKU-1001,STORE-001,39,145.25,False
2023-12-01,SKU-1001,STORE-001,66,145.25,False
2023-12-02,SKU-1001,STORE-001,90,145.25,False
2023-12-03,SKU-1001,STORE-001,79,145.25,False
2023-12-04,SKU-1001,STORE-001,61,145.25,False
2023-12-05,SKU-1001,STORE-001,50,145.25,False
2023-12-06,SKU-1001,STORE-001,78,145.25,False
2023-12-07,SKU-1001,STORE-001,78,145.25,False
2023-12-08,SKU-1001,STORE-001,82,145.25,False
2023-12-09,SKU-1001,STORE-001,85,145.25,False
2023-12-10,SKU-1001,STORE-001,74,145.25,False
2023-12-11,SKU-1001,STORE-001,64,145.25,False
2023-12-12,SKU-1001,STORE-001,76,145.25,False
2023-12-13,SKU-1001,STORE-001,63,145.25,False
2023-12-14,SKU-1001,STORE-001,81,145.25,False
2023-12-15,SKU-1001,STORE-001,55,145.25,False
2023-12-16,SKU-1001,STORE-001,93,145.25,False
2023-12-17,SKU-1001,STORE-001,61,145.25,False
2023-12-18,SKU-1001,STORE-001,84,145.25,False
2023-12-19,SKU-1001,STORE-001,66,145.25,False
2023-12-20,SKU-1001,STORE-001,63,145.25,False
2023-12-21,SKU-1001,STORE-001,55,145.25,False
2023-12-22,SKU-1001,STORE-001,54,145.25,False
2023-12-23,SKU-1001,STORE-001,79,145.25,False
2023-12-24,SKU-1001,STORE-001,86,145.25,False
2023-12-25,SKU-1001,STORE-001,63,145.25,False
2023-12-26,SKU-1001,STORE-001,68,145.25,False
2023-12-27,SKU-1001,STORE-001,67,145.25,False
2023-12-28,SKU-1001,STORE-001,63,145.25,False
2023-12-29,SKU-1001,STORE-001,11,145.25,False
2023-12-30,SKU-1001,STORE-001,0,145.25,False
2023-12-31,SKU-1001,STORE-001,85,145.25,False
2024-01-01,SKU-1001,STORE-001,55,145.25,False
2024-01-02,SKU-1001,STORE-001,43,145.25,False
2024-01-03,SKU-1001,STORE-001,67,110.96,True
2024-01-04,SKU-1001,STORE-001,49,145.25,False
2024-01-05,SKU-1001,STORE-001,38,145.25,False
2024-01-06,SKU-1001,STORE-001,53,145.25,False
2024-01-07,SKU-1001,STORE-001,58,145.25,False
2024-01-08,SKU-1001,STORE-001,49,145.25,False
2024-01-09,SKU-1001,STORE-001,50,145.25,False
2024-01-10,SKU-1001,STORE-001,48,145.25,False
2024-01-11,SKU-1001,STORE-001,40,145.25,False
2024-01-12,SKU-1001,STORE-001,49,145.25,False
2024-01-13,SKU-1001,STORE-001,61,145.25,False
2024-01-14,SKU-1001,STORE-001,51,145.25,False
2024-01-15,SKU-1001,STORE-001,45,145.25,False
2024-01-16,SKU-1001,STORE-001,42,145.25,False
2024-01-17,SKU-1001,STORE-001,35,145.25,False
2024-01-18,SKU-1001,STORE-001,55,145.25,False
2024-01-19,SKU-1001,STORE-001,63,145.25,False
2024-01-20,SKU-1001,STORE-001,61,145.25,False
2024-01-21,SKU-1001,STORE-001,50,145.25,False
2024-01-22,SKU-1001,STORE-001,49,145.25,False
2024-01-23,SKU-1001,STORE-001,34,145.25,False
2024-01-24,SKU-1001,STORE-001,43,145.25,False
2024-01-25,SKU-1001,STORE-001,38,145.25,False
2024-01-26,SKU-1001,STORE-001,59,145.25,False
2024-01-27,SKU-1001,STORE-001,56,145.25,False
2024-01-28,SKU-1001,STORE-001,42,145.25,False
2024-01-29,SKU-1001,STORE-001,42,145.25,False
2024-01-30,SKU-1001,STORE-001,45,145.25,False
2024-01-31,SKU-1001,STORE-001,39,145.25,False
2024-02-01,SKU-1001,STORE-001,31,145.25,False
2024-02-02,SKU-1001,STORE-001,40,145.25,False
2024-02-03,SKU-1001,STORE-001,32,145.25,False
2024-02-04,SKU-1001,STORE-001,52,145.25,False
2024-02-05,SKU-1001,STORE-001,36,145.25,False
2024-02-06,SKU-1001,STORE-001,29,145.25,False
2024-02-07,SKU-1001,STORE-001,52,145.25,False
2024-02-08,SKU-1001,STORE-001,35,145.25,False
2024-02-09,SKU-1001,STORE-001,39,145.25,False
2024-02-10,SKU-1001,STORE-001,51,145.25,False
2024-02-11,SKU-1001,STORE-001,58,145.25,False
2024-02-12,SKU-1001,STORE-001,38,145.25,False
2024-02-13,SKU-1001,STORE-001,40,145.25,False
2024-02-14,SKU-1001,STORE-001,35,145.25,False
2024-02-15,SKU-1001,STORE-001,42,145.25,False
2024-02-16,SKU-1001,STORE-001,41,145.25,False
2024-02-17,SKU-1001,STORE-001,54,145.25,False
2024-02-18,SKU-1001,STORE-001,51,145.25,False
2024-02-19,SKU-1001,STORE-001,29,145.25,False
2024-02-20,SKU-1001,STORE-001,47,145.25,False
2024-02-21,SKU-1001,STORE-001,49,145.25,False
2024-02-22,SKU-1001,STORE-001,45,145.25,False
2024-02-23,SKU-1001,STORE-001,39,145.25,False
2024-02-24,SKU-1001,STORE-001,52,145.25,False
2024-02-25,SKU-1001,STORE-001,45,145.25,False
2024-02-26,SKU-1001,STORE-001,35,145.25,False
2024-02-27,SKU-1001,STORE-001,51,145.25,False
2024-02-28,SKU-1001,STORE-001,57,145.25,False
2024-02-29,SKU-1001,STORE-001,37,145.25,False
2024-03-01,SKU-1001,STORE-001,47,145.25,False
2024-03-02,SKU-1001,STORE-001,49,145.25,False
2024-03-03,SKU-1001,STORE-001,47,145.25,False
2024-03-04,SKU-1001,STORE-001,43,145.25,False
2024-03-05,SKU-1001,STORE-001,41,145.25,False
2024-03-06,SKU-1001,STORE-001,48,145.25,False
2024-03-07,SKU-1001,STORE-001,36,145.25,False
2024-03-08,SKU-1001,STORE-001,41,145.25,False
2024-03-09,SKU-1001,STORE-001,58,145.25,False
2024-03-10,SKU-1001,STORE-001,43,145.25,False
2024-03-11,SKU-1001,STORE-001,39,145.25,False
2024-03-12,SKU-1001,STORE-001,54,145.25,False
2024-03-13,SKU-1001,STORE-001,44,145.25,False
2024-03-14,SKU-1001,STORE-001,48,145.25,False
2024-03-15,SKU-1001,STORE-001,42,145.25,False
2024-03-16,SKU-1001,STORE-001,60,145.25,False
2024-03-17,SKU-1001,STORE-001,62,145.25,False
2024-03-18,SKU-1001,STORE-001,37,145.25,False
2024-03-19,SKU-1001,STORE-001,39,145.25,False
2024-03-20,SKU-1001,STORE-001,34,145.25,False
2024-03-21,SKU-1001,STORE-001,56,145.25,False
2024-03-22,SKU-1001,STORE-001,45,145.25,False
2024-03-23,SKU-1001,STORE-001,59,145.25,False
2024-03-24,SKU-1001,STORE-001,43,145.25,False
2024-03-25,SKU-1001,STORE-001,36,145.25,False
2024-03-26,SKU-1001,STORE-001,37,145.25,False
2024-03-27,SKU-1001,STORE-001,37,145.25,False
2024-03-28,SKU-1001,STORE-001,39,145.25,False
2024-03-29,SKU-1001,STORE-001,36,145.25,False
2024-03-30,SKU-1001,STORE-001,40,145.25,False
2024-03-31,SKU-1001,STORE-001,49,145.25,False
2024-04-01,SKU-1001,STORE-001,40,145.25,False
2024-04-02,SKU-1001,STORE-001,44,145.25,False
2024-04-03,SKU-1001,STORE-001,40,145.25,False
2024-04-04,SKU-1001,STORE-001,37,145.25,False
2024-04-05,SKU-1001,STORE-001,32,145.25,False
2024-04-06,SKU-1001,STORE-001,45,145.25,False
2024-04-07,SKU-1001,STORE-001,59,145.25,False
2024-04-08,SKU-1001,STORE-001,37,145.25,False
2024-04-09,SKU-1001,STORE-001,40,145.25,False
2024-04-10,SKU-1001,STORE-001,40,145.25,False
2024-04-11,SKU-1001,STORE-001,44,145.25,False
2024-04-12,SKU-1001,STORE-001,49,145.25,False
2024-04-13,SKU-1001,STORE-001,62,145.25,False
2024-04-14,SKU-1001,STORE-001,58,145.25,False
2024-04-15,SKU-1001,STORE-001,78,103.46,True
2024-04-16,SKU-1001,STORE-001,69,115.4,True
2024-04-17,SKU-1001,STORE-001,48,122.36,True
2024-04-18,SKU-1001,STORE-001,65,116.05,True
2024-04-19,SKU-1001,STORE-001,65,104.2,True
2024-04-20,SKU-1001,STORE-001,70,115.53,True
2024-04-21,SKU-1001,STORE-001,80,109.76,True
2024-04-22,SKU-1001,STORE-001,40,145.25,False
2024-04-23,SKU-1001,STORE-001,48,145.25,False
2024-04-24,SKU-1001,STORE-001,51,145.25,False
2024-04-25,SKU-1001,STORE-001,39,145.25,False
2024-04-26,SKU-1001,STORE-001,49,145.25,False
2024-04-27,SKU-1001,STORE-001,57,145.25,False
2024-04-28,SKU-1001,STORE-001,37,145.25,False
2024-04-29,SKU-1001,STORE-001,56,145.25,False
2024-04-30,SKU-1001,STORE-001,37,145.25,False
2024-05-01,SKU-1001,STORE-001,51,145.25,False
2024-05-02,SKU-1001,STORE-001,37,145.25,False
2024-05-03,SKU-1001,STORE-001,78,102.88,True
2024-05-04,SKU-1001,STORE-001,53,145.25,False
2024-05-05,SKU-1001,STORE-001,55,145.25,False
2024-05-06,SKU-1001,STORE-001,48,145.25,False
2024-05-07,SKU-1001,STORE-001,39,145.25,False
2024-05-08,SKU-1001,STORE-001,31,145.25,False
2024-05-09,SKU-1001,STORE-001,43,145.25,False
2024-05-10,SKU-1001,STORE-001,51,145.25,False
2024-05-11,SKU-1001,STORE-001,57,145.25,False
2024-05-12,SKU-1001,STORE-001,52,145.25,False
