date,sku_id,store_id,inventory_level,units_on_order,backorders
2023-03-15,SKU-1001,STORE-001,695,1153,0
2023-03-16,SKU-1001,STORE-001,662,1153,0
2023-03-17,SKU-1001,STORE-001,619,1153,0
2023-03-18,SKU-1001,STORE-001,565,1153,0
2023-03-19,SKU-1001,STORE-001,515,1153,0
2023-03-20,SKU-1001,STORE-001,490,1153,0
2023-03-21,SKU-1001,STORE-001,455,1153,0
2023-03-22,SKU-1001,STORE-001,429,1153,0
2023-03-23,SKU-1001,STORE-001,383,1153,0
2023-03-24,SKU-1001,STORE-001,337,1153,0
2023-03-25,SKU-1001,STORE-001,287,1153,0
2023-03-26,SKU-1001,STORE-001,1392,0,0
2023-03-27,SKU-1001,STORE-001,1360,0,0
2023-03-28,SKU-1001,STORE-001,1325,0,0
2023-03-29,SKU-1001,STORE-001,1288,0,0
2023-03-30,SKU-1001,STORE-001,1237,0,0
2023-03-31,SKU-1001,STORE-001,1196,0,0
2023-04-01,SKU-1001,STORE-001,1139,0,0
2023-04-02,SKU-1001,STORE-001,1093,0,0
2023-04-03,SKU-1001,STORE-001,1049,1153,0
2023-04-04,SKU-1001,STORE-001,1007,1153,0
2023-04-05,SKU-1001,STORE-001,961,1153,0
2023-04-06,SKU-1001,STORE-001,926,1153,0
2023-04-07,SKU-1001,STORE-001,884,1153,0
2023-04-08,SKU-1001,STORE-001,832,1153,0
2023-04-09,SKU-1001,STORE-001,776,1153,0
2023-04-10,SKU-1001,STORE-001,734,1153,0
2023-04-11,SKU-1001,STORE-001,703,1153,0
2023-04-12,SKU-1001,STORE-001,664,1153,0
2023-04-13,SKU-1001,STORE-001,627,1153,0
2023-04-14,SKU-1001,STORE-001,591,1153,0
2023-04-15,SKU-1001,STORE-001,549,1153,0
2023-04-16,SKU-1001,STORE-001,478,1153,0
2023-04-17,SKU-1001,STORE-001,402,1153,0
2023-04-18,SKU-1001,STORE-001,329,1153,0
2023-04-19,SKU-1001,STORE-001,256,1153,0
2023-04-20,SKU-1001,STORE-001,1354,0,0
2023-04-21,SKU-1001,STORE-001,1306,0,0
2023-04-22,SKU-1001,STORE-001,1213,0,0
2023-04-23,SKU-1001,STORE-001,1152,0,0
2023-04-24,SKU-1001,STORE-001,1120,0,0
2023-04-25,SKU-1001,STORE-001,1077,1153,0
2023-04-26,SKU-1001,STORE-001,1023,1153,0
2023-04-27,SKU-1001,STORE-001,975,1153,0
2023-04-28,SKU-1001,STORE-001,923,1153,0
2023-04-29,SKU-1001,STORE-001,865,1153,0
2023-04-30,SKU-1001,STORE-001,824,1153,0
2023-05-01,SKU-1001,STORE-001,781,1153,0
2023-05-02,SKU-1001,STORE-001,736,1153,0
2023-05-03,SKU-1001,STORE-001,694,1153,0
2023-05-04,SKU-1001,STORE-001,650,1153,0
2023-05-05,SKU-1001,STORE-001,611,1153,0
2023-05-06,SKU-1001,STORE-001,559,1153,0
2023-05-07,SKU-1001,STORE-001,513,1153,0
2023-05-08,SKU-1001,STORE-001,480,1153,0
2023-05-09,SKU-1001,STORE-001,440,1153,0
2023-05-10,SKU-1001,STORE-001,404,1153,0
2023-05-11,SKU-1001,STORE-001,362,1153,0
2023-05-12,SKU-1001,STORE-001,1476,0,0
2023-05-13,SKU-1001,STORE-001,1430,0,0
2023-05-14,SKU-1001,STORE-001,1380,0,0
2023-05-15,SKU-1001,STORE-001,1338,0,0
2023-05-16,SKU-1001,STORE-001,1295,0,0
2023-05-17,SKU-1001,STORE-001,1254,0,0
2023-05-18,SKU-1001,STORE-001,1216,0,0
2023-05-19,SKU-1001,STORE-001,1176,0,0
2023-05-20,SKU-1001,STORE-001,1130,0,0
2023-05-21,SKU-1001,STORE-001,1090,1153,0
2023-05-22,SKU-1001,STORE-001,1063,1153,0
2023-05-23,SKU-1001,STORE-001,1030,1153,0
2023-05-24,SKU-1001,STORE-001,982,1153,0
2023-05-25,SKU-1001,STORE-001,940,1153,0
2023-05-26,SKU-1001,STORE-001,894,1153,0
2023-05-27,SKU-1001,STORE-001,839,1153,0
2023-05-28,SKU-1001,STORE-001,788,1153,0
2023-05-29,SKU-1001,STORE-001,747,1153,0
2023-05-30,SKU-1001,STORE-001,715,1153,0
2023-05-31,SKU-1001,STORE-001,676,1153,0
2023-06-01,SKU-1001,STORE-001,642,1153,0
2023-06-02,SKU-1001,STORE-001,592,1153,0
2023-06-03,SKU-1001,STORE-001,542,1153,0
2023-06-04,SKU-1001,STORE-001,483,1153,0
2023-06-05,SKU-1001,STORE-001,439,1153,0
2023-06-06,SKU-1001,STORE-001,401,1153,0
2023-06-07,SKU-1001,STORE-001,353,1153,0
2023-06-08,SKU-1001,STORE-001,1458,0,0
2023-06-09,SKU-1001,STORE-001,1416,0,0
2023-06-10,SKU-1001,STORE-001,1366,0,0
2023-06-11,SKU-1001,STORE-001,1318,0,0
2023-06-12,SKU-1001,STORE-001,1284,0,0
2023-06-13,SKU-1001,STORE-001,1245,0,0
2023-06-14,SKU-1001,STORE-001,1201,0,0
2023-06-15,SKU-1001,STORE-001,1158,0,0
2023-06-16,SKU-1001,STORE-001,1108,0,0
2023-06-17,SKU-1001,STORE-001,1048,1153,0
2023-06-18,SKU-1001,STORE-001,999,1153,0
2023-06-19,SKU-1001,STORE-001,963,1153,0
2023-06-20,SKU-1001,STORE-001,925,1153,0
2023-06-21,SKU-1001,STORE-001,861,1153,0
2023-06-22,SKU-1001,STORE-001,820,1153,0
2023-06-23,SKU-1001,STORE-001,773,1153,0
2023-06-24,SKU-1001,STORE-001,739,1153,0
2023-06-25,SKU-1001,STORE-001,684,1153,0
2023-06-26,SKU-1001,STORE-001,639,1153,0
2023-06-27,SKU-1001,STORE-001,581,1153,0
2023-06-28,SKU-1001,STORE-001,516,1153,0
2023-06-29,SKU-1001,STORE-001,466,1153,0
2023-06-30,SKU-1001,STORE-001,418,1153,0
2023-07-01,SKU-1001,STORE-001,372,1153,0
2023-07-02,SKU-1001,STORE-001,326,1153,0
2023-07-03,SKU-1001,STORE-001,296,1153,0
2023-07-04,SKU-1001,STORE-001,259,1153,0
2023-07-05,SKU-1001,STORE-001,1368,0,0
2023-07-06,SKU-1001,STORE-001,1317,0,0
2023-07-07,SKU-1001,STORE-001,1279,0,0
2023-07-08,SKU-1001,STORE-001,1225,0,0
2023-07-09,SKU-1001,STORE-001,1173,0,0
2023-07-10,SKU-1001,STORE-001,1138,0,0
2023-07-11,SKU-1001,STORE-001,1097,0,0
2023-07-12,SKU-1001,STORE-001,1054,1153,0
2023-07-13,SKU-1001,STORE-001,1017,1153,0
2023-07-14,SKU-1001,STORE-001,981,1153,0
2023-07-15,SKU-1001,STORE-001,899,1153,0
2023-07-16,SKU-1001,STORE-001,810,1153,0
2023-07-17,SKU-1001,STORE-001,757,1153,0
2023-07-18,SKU-1001,STORE-001,699,1153,0
2023-07-19,SKU-1001,STORE-001,648,1153,0
2023-07-20,SKU-1001,STORE-001,607,1153,0
2023-07-21,SKU-1001,STORE-001,550,1153,0
2023-07-22,SKU-1001,STORE-001,501,1153,0
2023-07-23,SKU-1001,STORE-001,441,1153,0
2023-07-24,SKU-1001,STORE-001,401,1153,0
2023-07-25,SKU-1001,STORE-001,355,1153,0
2023-07-26,SKU-1001,STORE-001,318,1153,0
2023-07-27,SKU-1001,STORE-001,274,1153,0
2023-07-28,SKU-1001,STORE-001,222,1153,0
2023-07-29,SKU-1001,STORE-001,1320,0,0
2023-07-30,SKU-1001,STORE-001,1239,0,0
2023-07-31,SKU-1001,STORE-001,1217,0,0
2023-08-01,SKU-1001,STORE-001,1182,0,0
2023-08-02,SKU-1001,STORE-001,1134,0,0
2023-08-03,SKU-1001,STORE-001,1091,0,0
2023-08-04,SKU-1001,STORE-001,1055,1153,0
2023-08-05,SKU-1001,STORE-001,1007,1153,0
2023-08-06,SKU-1001,STORE-001,949,1153,0
2023-08-07,SKU-1001,STORE-001,910,1153,0
2023-08-08,SKU-1001,STORE-001,865,1153,0
2023-08-09,SKU-1001,STORE-001,828,1153,0
2023-08-10,SKU-1001,STORE-001,796,1153,0
2023-08-11,SKU-1001,STORE-001,762,1153,0
2023-08-12,SKU-1001,STORE-001,701,1153,0
2023-08-13,SKU-1001,STORE-001,655,1153,0
2023-08-14,SKU-1001,STORE-001,618,1153,0
2023-08-15,SKU-1001,STORE-001,582,1153,0
2023-08-16,SKU-1001,STORE-001,543,1153,0
2023-08-17,SKU-1001,STORE-001,501,1153,0
2023-08-18,SKU-1001,STORE-001,462,1153,0
2023-08-19,SKU-1001,STORE-001,378,1153,0
2023-08-20,SKU-1001,STORE-001,317,1153,0
2023-08-21,SKU-1001,STORE-001,1436,0,0
2023-08-22,SKU-1001,STORE-001,1385,0,0
2023-08-23,SKU-1001,STORE-001,1340,0,0
2023-08-24,SKU-1001,STORE-001,1299,0,0
2023-08-25,SKU-1001,STORE-001,1252,0,0
2023-08-26,SKU-1001,STORE-001,1190,0,0
2023-08-27,SKU-1001,STORE-001,1150,0,0
2023-08-28,SKU-1001,STORE-001,1112,0,0
2023-08-29,SKU-1001,STORE-001,1073,1153,0
2023-08-30,SKU-1001,STORE-001,1031,1153,0
2023-08-31,SKU-1001,STORE-001,978,1153,0
2023-09-01,SKU-1001,STORE-001,940,1153,0
2023-09-02,SKU-1001,STORE-001,897,1153,0
2023-09-03,SKU-1001,STORE-001,829,1153,0
2023-09-04,SKU-1001,STORE-001,793,1153,0
2023-09-05,SKU-1001,STORE-001,752,1153,0
2023-09-06,SKU-1001,STORE-001,726,1153,0
2023-09-07,SKU-1001,STORE-001,682,1153,0
2023-09-08,SKU-1001,STORE-001,646,1153,0
2023-09-09,SKU-1001,STORE-001,578,1153,0
2023-09-10,SKU-1001,STORE-001,531,1153,0
2023-09-11,SKU-1001,STORE-001,483,1153,0
2023-09-12,SKU-1001,STORE-001,449,1153,0
2023-09-13,SKU-1001,STORE-001,400,1153,0
2023-09-14,SKU-1001,STORE-001,363,1153,0
2023-09-15,SKU-1001,STORE-001,1470,0,0
2023-09-16,SKU-1001,STORE-001,1404,0,0
2023-09-17,SKU-1001,STORE-001,1364,0,0
2023-09-18,SKU-1001,STORE-001,1330,0,0
2023-09-19,SKU-1001,STORE-001,1294,0,0
2023-09-20,SKU-1001,STORE-001,1245,0,0
2023-09-21,SKU-1001,STORE-001,1209,0,0
2023-09-22,SKU-1001,STORE-001,1162,0,0
2023-09-23,SKU-1001,STORE-001,1110,0,0
2023-09-24,SKU-1001,STORE-001,1068,1153,0
2023-09-25,SKU-1001,STORE-001,1012,1153,0
2023-09-26,SKU-1001,STORE-001,977,1153,0
2023-09-27,SKU-1001,STORE-001,911,1153,0
2023-09-28,SKU-1001,STORE-001,871,1153,0
2023-09-29,SKU-1001,STORE-001,823,1153,0
2023-09-30,SKU-1001,STORE-001,780,1153,0
2023-10-01,SKU-1001,STORE-001,745,1153,0
2023-10-02,SKU-1001,STORE-001,702,1153,0
2023-10-03,SKU-1001,STORE-001,662,1153,0
2023-10-04,SKU-1001,STORE-001,596,1153,0
2023-10-05,SKU-1001,STORE-001,564,1153,0
2023-10-06,SKU-1001,STORE-001,525,1153,0
2023-10-07,SKU-1001,STORE-001,469,1153,0
2023-10-08,SKU-1001,STORE-001,416,1153,0
2023-10-09,SKU-1001,STORE-001,378,1153,0
2023-10-10,SKU-1001,STORE-001,329,1153,0
2023-10-11,SKU-1001,STORE-001,1432,0,0
2023-10-12,SKU-1001,STORE-001,1390,0,0
2023-10-13,SKU-1001,STORE-001,1335,0,0
2023-10-14,SKU-1001,STORE-001,1286,0,0
2023-10-15,SKU-1001,STORE-001,1235,0,0
2023-10-16,SKU-1001,STORE-001,1191,0,0
2023-10-17,SKU-1001,STORE-001,1151,0,0
2023-10-18,SKU-1001,STORE-001,1107,0,0
2023-10-19,SKU-1001,STORE-001,1072,1153,0
2023-10-20,SKU-1001,STORE-001,1036,1153,0
2023-10-21,SKU-1001,STORE-001,990,1153,0
2023-10-22,SKU-1001,STORE-001,946,1153,0
2023-10-23,SKU-1001,STORE-001,890,1153,0
2023-10-24,SKU-1001,STORE-001,847,1153,0
2023-10-25,SKU-1001,STORE-001,808,1153,0
2023-10-26,SKU-1001,STORE-001,738,1153,0
2023-10-27,SKU-1001,STORE-001,685,1153,0
2023-10-28,SKU-1001,STORE-001,633,1153,0
2023-10-29,SKU-1001,STORE-001,585,1153,0
2023-10-30,SKU-1001,STORE-001,533,1153,0
2023-10-31,SKU-1001,STORE-001,487,1153,0
2023-11-01,SKU-1001,STORE-001,422,1153,0
2023-11-02,SKU-1001,STORE-001,353,1153,0
2023-11-03,SKU-1001,STORE-001,285,1153,0
2023-11-04,SKU-1001,STORE-001,213,1153,0
2023-11-05,SKU-1001,STORE-001,142,1153,0
2023-11-06,SKU-1001,STORE-001,1237,0,0
2023-11-07,SKU-1001,STORE-001,1182,0,0
2023-11-08,SKU-1001,STORE-001,1105,0,0
2023-11-09,SKU-1001,STORE-001,1048,1153,0
2023-11-10,SKU-1001,STORE-001,982,1153,0
2023-11-11,SKU-1001,STORE-001,899,1153,0
2023-11-12,SKU-1001,STORE-001,818,1153,0
2023-11-13,SKU-1001,STORE-001,748,1153,0
2023-11-14,SKU-1001,STORE-001,684,1153,0
2023-11-15,SKU-1001,STORE-001,610,1153,0
2023-11-16,SKU-1001,STORE-001,554,1153,0
2023-11-17,SKU-1001,STORE-001,498,1153,0
2023-11-18,SKU-1001,STORE-001,435,1153,0
2023-11-19,SKU-1001,STORE-001,345,1153,0
2023-11-20,SKU-1001,STORE-001,271,1153,0
2023-11-21,SKU-1001,STORE-001,149,1153,0
2023-11-22,SKU-1001,STORE-001,66,1153,0
2023-11-23,SKU-1001,STORE-001,0,1153,41
2023-11-24,SKU-1001,STORE-001,0,2306,86
2023-11-25,SKU-1001,STORE-001,0,2306,91
2023-11-26,SKU-1001,STORE-001,0,2306,122
2023-11-27,SKU-1001,STORE-001,1045,1153,0
2023-11-28,SKU-1001,STORE-001,948,1153,0
2023-11-29,SKU-1001,STORE-001,881,1153,0
2023-11-30,SKU-1001,STORE-001,842,1153,0
2023-12-01,SKU-1001,STORE-001,776,1153,0
2023-12-02,SKU-1001,STORE-001,686,1153,0
2023-12-03,SKU-1001,STORE-001,607,1153,0
2023-12-04,SKU-1001,STORE-001,546,1153,0
2023-12-05,SKU-1001,STORE-001,496,1153,0
2023-12-06,SKU-1001,STORE-001,418,1153,0
2023-12-07,SKU-1001,STORE-001,340,1153,0
2023-12-08,SKU-1001,STORE-001,258,1153,0
2023-12-09,SKU-1001,STORE-001,173,1153,0
2023-12-10,SKU-1001,STORE-001,99,1153,0
2023-12-11,SKU-1001,STORE-001,35,1153,0
2023-12-12,SKU-1001,STORE-001,1112,0,0
2023-12-13,SKU-1001,STORE-001,1049,1153,0
2023-12-14,SKU-1001,STORE-001,968,1153,0
2023-12-15,SKU-1001,STORE-001,913,1153,0
2023-12-16,SKU-1001,STORE-001,820,1153,0
2023-12-17,SKU-1001,STORE-001,759,1153,0
2023-12-18,SKU-1001,STORE-001,675,1153,0
2023-12-19,SKU-1001,STORE-001,609,1153,0
2023-12-20,SKU-1001,STORE-001,546,1153,0
2023-12-21,SKU-1001,STORE-001,491,1153,0
2023-12-22,SKU-1001,STORE-001,437,1153,0
2023-12-23,SKU-1001,STORE-001,358,1153,0
2023-12-24,SKU-1001,STORE-001,272,1153,0
2023-12-25,SKU-1001,STORE-001,209,1153,0
2023-12-26,SKU-1001,STORE-001,141,1153,0
2023-12-27,SKU-1001,STORE-001,74,1153,0
2023-12-28,SKU-1001,STORE-001,11,1153,0
2023-12-29,SKU-1001,STORE-001,0,1153,61
2023-12-30,SKU-1001,STORE-001,0,2306,84
2023-12-31,SKU-1001,STORE-001,1068,1153,0
2024-01-01,SKU-1001,STORE-001,1013,1153,0
2024-01-02,SKU-1001,STORE-001,970,1153,0
2024-01-03,SKU-1001,STORE-001,903,1153,0
2024-01-04,SKU-1001,STORE-001,854,1153,0
2024-01-05,SKU-1001,STORE-001,816,1153,0
2024-01-06,SKU-1001,STORE-001,763,1153,0
2024-01-07,SKU-1001,STORE-001,705,1153,0
2024-01-08,SKU-1001,STORE-001,656,1153,0
2024-01-09,SKU-1001,STORE-001,606,1153,0
2024-01-10,SKU-1001,STORE-001,558,1153,0
2024-01-11,SKU-1001,STORE-001,518,1153,0
2024-01-12,SKU-1001,STORE-001,469,1153,0
2024-01-13,SKU-1001,STORE-001,408,1153,0
2024-01-14,SKU-1001,STORE-001,357,1153,0
2024-01-15,SKU-1001,STORE-001,312,1153,0
2024-01-16,SKU-1001,STORE-001,270,1153,0
2024-01-17,SKU-1001,STORE-001,1388,0,0
2024-01-18,SKU-1001,STORE-001,1333,0,0
2024-01-19,SKU-1001,STORE-001,1270,0,0
2024-01-20,SKU-1001,STORE-001,1209,0,0
2024-01-21,SKU-1001,STORE-001,1159,0,0
2024-01-22,SKU-1001,STORE-001,1110,0,0
2024-01-23,SKU-1001,STORE-001,1076,1153,0
2024-01-24,SKU-1001,STORE-001,1033,1153,0
2024-01-25,SKU-1001,STORE-001,995,1153,0
2024-01-26,SKU-1001,STORE-001,936,1153,0
2024-01-27,SKU-1001,STORE-001,880,1153,0
2024-01-28,SKU-1001,STORE-001,838,1153,0
2024-01-29,SKU-1001,STORE-001,796,1153,0
2024-01-30,SKU-1001,STORE-001,751,1153,0
2024-01-31,SKU-1001,STORE-001,712,1153,0
2024-02-01,SKU-1001,STORE-001,681,1153,0
2024-02-02,SKU-1001,STORE-001,641,1153,0
2024-02-03,SKU-1001,STORE-001,609,1153,0
2024-02-04,SKU-1001,STORE-001,557,1153,0
2024-02-05,SKU-1001,STORE-001,521,1153,0
2024-02-06,SKU-1001,STORE-001,492,1153,0
2024-02-07,SKU-1001,STORE-001,440,1153,0
2024-02-08,SKU-1001,STORE-001,405,1153,0
2024-02-09,SKU-1001,STORE-001,366,1153,0
2024-02-10,SKU-1001,STORE-001,1468,0,0
2024-02-11,SKU-1001,STORE-001,1410,0,0
2024-02-12,SKU-1001,STORE-001,1372,0,0
2024-02-13,SKU-1001,STORE-001,1332,0,0
2024-02-14,SKU-1001,STORE-001,1297,0,0
2024-02-15,SKU-1001,STORE-001,1255,0,0
2024-02-16,SKU-1001,STORE-001,1214,0,0
2024-02-17,SKU-1001,STORE-001,1160,0,0
2024-02-18,SKU-1001,STORE-001,1109,0,0
2024-02-19,SKU-1001,STORE-001,1080,1153,0
2024-02-20,SKU-1001,STORE-001,1033,1153,0
2024-02-21,SKU-1001,STORE-001,984,1153,0
2024-02-22,SKU-1001,STORE-001,939,1153,0
2024-02-23,SKU-1001,STORE-001,900,1153,0
2024-02-24,SKU-1001,STORE-001,848,1153,0
2024-02-25,SKU-1001,STORE-001,803,1153,0
2024-02-26,SKU-1001,STORE-001,768,1153,0
2024-02-27,SKU-1001,STORE-001,717,1153,0
2024-02-28,SKU-1001,STORE-001,660,1153,0
2024-02-29,SKU-1001,STORE-001,623,1153,0
2024-03-01,SKU-1001,STORE-001,576,1153,0
2024-03-02,SKU-1001,STORE-001,527,1153,0
2024-03-03,SKU-1001,STORE-001,480,1153,0
2024-03-04,SKU-1001,STORE-001,437,1153,0
2024-03-05,SKU-1001,STORE-001,396,1153,0
2024-03-06,SKU-1001,STORE-001,348,1153,0
2024-03-07,SKU-1001,STORE-001,312,1153,0
2024-03-08,SKU-1001,STORE-001,1424,0,0
2024-03-09,SKU-1001,STORE-001,1366,0,0
2024-03-10,SKU-1001,STORE-001,1323,0,0
2024-03-11,SKU-1001,STORE-001,1284,0,0
2024-03-12,SKU-1001,STORE-001,1230,0,0
2024-03-13,SKU-1001,STORE-001,1186,0,0
2024-03-14,SKU-1001,STORE-001,1138,0,0
2024-03-15,SKU-1001,STORE-001,1096,0,0
2024-03-16,SKU-1001,STORE-001,1036,1153,0
2024-03-17,SKU-1001,STORE-001,974,1153,0
2024-03-18,SKU-1001,STORE-001,937,1153,0
2024-03-19,SKU-1001,STORE-001,898,1153,0
2024-03-20,SKU-1001,STORE-001,864,1153,0
2024-03-21,SKU-1001,STORE-001,808,1153,0
2024-03-22,SKU-1001,STORE-001,763,1153,0
2024-03-23,SKU-1001,STORE-001,704,1153,0
2024-03-24,SKU-1001,STORE-001,661,1153,0
2024-03-25,SKU-1001,STORE-001,625,1153,0
2024-03-26,SKU-1001,STORE-001,588,1153,0
2024-03-27,SKU-1001,STORE-001,551,1153,0
2024-03-28,SKU-1001,STORE-001,512,1153,0
2024-03-29,SKU-1001,STORE-001,476,1153,0
2024-03-30,SKU-1001,STORE-001,436,1153,0
2024-03-31,SKU-1001,STORE-001,387,1153,0
2024-04-01,SKU-1001,STORE-001,347,1153,0
2024-04-02,SKU-1001,STORE-001,303,1153,0
2024-04-03,SKU-1001,STORE-001,1416,0,0
2024-04-04,SKU-1001,STORE-001,1379,0,0
2024-04-05,SKU-1001,STORE-001,1347,0,0
2024-04-06,SKU-1001,STORE-001,1302,0,0
2024-04-07,SKU-1001,STORE-001,1243,0,0
2024-04-08,SKU-1001,STORE-001,1206,0,0
2024-04-09,SKU-1001,STORE-001,1166,0,0
2024-04-10,SKU-1001,STORE-001,1126,0,0
2024-04-11,SKU-1001,STORE-001,1082,1153,0
2024-04-12,SKU-1001,STORE-001,1033,1153,0
2024-04-13,SKU-1001,STORE-001,971,1153,0
2024-04-14,SKU-1001,STORE-001,913,1153,0
2024-04-15,SKU-1001,STORE-001,835,1153,0
2024-04-16,SKU-1001,STORE-001,766,1153,0
2024-04-17,SKU-1001,STORE-001,718,1153,0
2024-04-18,SKU-1001,STORE-001,653,1153,0
2024-04-19,SKU-1001,STORE-001,588,1153,0
2024-04-20,SKU-1001,STORE-001,518,1153,0
2024-04-21,SKU-1001,STORE-001,438,1153,0
2024-04-22,SKU-1001,STORE-001,398,1153,0
2024-04-23,SKU-1001,STORE-001,350,1153,0
2024-04-24,SKU-1001,STORE-001,299,1153,0
2024-04-25,SKU-1001,STORE-001,260,1153,0
2024-04-26,SKU-1001,STORE-001,211,1153,0
2024-04-27,SKU-1001,STORE-001,154,1153,0
2024-04-28,SKU-1001,STORE-001,117,1153,0
2024-04-29,SKU-1001,STORE-001,61,1153,0
2024-04-30,SKU-1001,STORE-001,1177,0,0
2024-05-01,SKU-1001,STORE-001,1126,0,0
2024-05-02,SKU-1001,STORE-001,1089,1153,0
2024-05-03,SKU-1001,STORE-001,1011,1153,0
2024-05-04,SKU-1001,STORE-001,958,1153,0
2024-05-05,SKU-1001,STORE-001,903,1153,0
2024-05-06,SKU-1001,STORE-001,855,1153,0
2024-05-07,SKU-1001,STORE-001,816,1153,0
2024-05-08,SKU-1001,STORE-001,785,1153,0
2024-05-09,SKU-1001,STORE-001,742,1153,0
2024-05-10,SKU-1001,STORE-001,691,1153,0
2024-05-11,SKU-1001,STORE-001,634,1153,0
2024-05-12,SKU-1001,STORE-001,582,1153,0
2024-05-13,SKU-1001,STORE-001,545,1153,0
2024-05-14,SKU-1001,STORE-001,496,1153,0
2024-05-15,SKU-1001,STORE-001,446,1153,0
2024-05-16,SKU-1001,STORE-001,408,1153,0
2024-05-17,SKU-1001,STORE-001,356,1153,0
2024-05-18,SKU-1001,STORE-001,308,1153,0
2024-05-19,SKU-1001,STORE-001,253,1153,0
2024-05-20,SKU-1001,STORE-001,207,1153,0
2024-05-21,SKU-1001,STORE-001,1330,0,0
2024-05-22,SKU-1001,STORE-001,1299,0,0
2024-05-23,SKU-1001,STORE-001,1252,0,0
2024-05-24,SKU-1001,STORE-001,1209,0,0
2024-05-25,SKU-1001,STORE-001,1157,0,0
2024-05-26,SKU-1001,STORE-001,1105,0,0
2024-05-27,SKU-1001,STORE-001,1058,1153,0
2024-05-28,SKU-1001,STORE-001,1016,1153,0
2024-05-29,SKU-1001,STORE-001,975,1153,0
